Alternate URL,Article Abstract,Author Biography,Banner,Biographical Categories,Body,Byline,Column Name,Column Number,Correction Date,Correction Text,Credit,Dateline,Day Of Week,Descriptors,Feature Page,General Online Descriptors,Guid,Headline,Kicker,Lead Paragraph,Locations,Names,News Desk,Normalized Byline,Online Descriptors,Online Headline,Online Lead Paragraph,Online Locations,Online Organizations,Online People,Online Section,Online Titles,Organizations,Page,People,Publication Date,Publication Day Of Month,Publication Month,Publication Year,Section,Series Name,Slug,Taxonomic Classifiers,Titles,Types Of Material,Url,Word Count,Filename,Sentiment and score,Sentiment,Score
,,,,,"LEAD: Deputy Under Secretary of Defense Dov Zakheim arrived here today hoping to persuade Israel to ground its American-funded Lavi warplane project in favor of less-expensive aircraft. In an interview in Washington, he said he would suggest several alternatives to the Lavi, a single-engine fighter resembling an American F-16. Deputy Under Secretary of Defense Dov Zakheim arrived here today hoping to persuade Israel to ground its American-funded Lavi warplane project in favor of less-expensive aircraft. In ",Reuters,,6,,,The New York Times,"TEL AVIV, Jan. 4",Monday,UNITED STATES INTERNATIONAL RELATIONS|UNITED STATES ARMAMENT AND DEFENSE|FOREIGN AID|AIRLINES AND AIRPLANES|MILITARY AIRCRAFT|LAVI AIRPLANE,,,1144,Lavi Proposal Criticized,,"LEAD: Deputy Under Secretary of Defense Dov Zakheim arrived here today hoping to persuade Israel to ground its American-funded Lavi warplane project in favor of less-expensive aircraft. In an interview in Washington, he said he would suggest several alternatives to the Lavi, a single-engine fighter resembling an American F-16.","ISRAEL, STATE OF",,Financial Desk,,,,,,,,Business; Washington,,,6,DOV ZAKHEIM,19870105T000000,5,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6DF133AF936A35752C0A961948260,78,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001144.xml,"('NEGATIVE', 0.9806884527206421)",NEGATIVE,0.9806884527206421
,,,,,"LEAD: No one knows how America's single mothers and their children are going to fare financially in the next decade. But one thing's already clear: Thanks to tighter child-support enforcement procedures, fewer parents will be able to run away from their responsibilities. No one knows how America's single mothers and their children are going to fare financially in the next decade. But one thing's already clear: Thanks to tighter child-support enforcement procedures, fewer parents will be able to run away fro",,,1,,,The New York Times,,Monday,CHILD CUSTODY AND SUPPORT|EDITORIALS|FINANCES,,,1145,It's Getting Harder to Cheat Children,,"LEAD: No one knows how America's single mothers and their children are going to fare financially in the next decade. But one thing's already clear: Thanks to tighter child-support enforcement procedures, fewer parents will be able to run away from their responsibilities.",,,Editorial Desk,,,,,,,,Opinion,,,16,,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DF133AF936A35752C0A961948260,297,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001145.xml,"('POSITIVE', 0.9301165342330933)",POSITIVE,0.9301165342330933
,,,,,"LEAD: Despite President Reagan's continued opposition, the incoming Democratic chairmen of the House and Senate Budget Committees today called upon the President to work with them on a deficit-reducing package that would include tax increases and spending cuts. Despite President Reagan's continued opposition, the incoming Democratic chairmen of the House and Senate Budget Committees today called upon the President to work with them on a deficit-reducing package that would include tax increases and spending ","JONATHAN FUERBRINGER, Special to the New York Times",,1,,,The New York Times,"WASHINGTON, Jan. 4",Monday,"UNITED STATES ARMAMENT AND DEFENSE|UNITED STATES INTERNATIONAL RELATIONS|AIRLINES AND AIRPLANES|MILITARY AIRCRAFT|LAVI AIRPLANE|ARMAMENT, DEFENSE AND MILITARY FORCES",,,1146,TWO DEMOCRATS PRESS REAGAN ON TAX RISE IN CUTTING DEFICIT,,"LEAD: Despite President Reagan's continued opposition, the incoming Democratic chairmen of the House and Senate Budget Committees today called upon the President to work with them on a deficit-reducing package that would include tax increases and spending cuts.","ISRAEL, STATE OF",,National Desk,,,,,,,,U.S.; Washington,,HOUSE COMMITTEE ON BUDGET|SENATE COMMITTEE ON BUDGET|OFFICE OF MANAGEMENT AND BUDGET,15,DOV ZAKHEIM,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DE133AF936A35752C0A961948260,553,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001146.xml,"('POSITIVE', 0.992452085018158)",POSITIVE,0.992452085018158
,,,,,"LEAD: What President Reagan stopped with a pocket veto on Nov. 1 will most likely return to his desk before too much of 1987 passes: a bill that mandates a national efficiency standard for home appliances such as refrigerators and dishwashers. Called the National Appliance Energy Conservation Act, the legislation passed the 99th Congress without dissent, but quietly died when the President failed to sign it while Congress was in recess. What President Reagan stopped with a pocket veto on Nov. 1 will most li",Nathaniel C. Nash,,3,,,The New York Times,,Monday,HOME APPLIANCES|LAW AND LEGISLATION|STANDARDS AND STANDARDIZATION|ENERGY AND POWER,,,1147,Washington Watch; Efficiency of Appliances,,"LEAD: What President Reagan stopped with a pocket veto on Nov. 1 will most likely return to his desk before too much of 1987 passes: a bill that mandates a national efficiency standard for home appliances such as refrigerators and dishwashers. Called the National Appliance Energy Conservation Act, the legislation passed the 99th Congress without dissent, but quietly died when the President failed to sign it while Congress was in recess.",UNITED STATES,,Financial Desk,"NASH, NATHANIEL C",,,,,,,Business,,,2,RONALD WILSON REAGAN|NATHANIEL C NASH,19870105T000000,5,1,1987,D,,,,NATIONAL ENERGY CONSERVATION ACT,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4DE133AF936A35752C0A961948260,152,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001147.xml,"('NEGATIVE', 0.9992883801460266)",NEGATIVE,0.9992883801460266
,,,,,"LEAD: Boston College Coach: Jim O'Brien 1985-86: 13-15 over all, 4-12 Big East Current Record: 7-3, 0-0 Outlook: The Eagles are in desperate need of scoring and muscle. In the games before conference play started, they finished seventh among Big East teams in rebound margin while finishing last in scoring with a 66.4 point-per-game average. Boston College Coach: Jim O'Brien 1985-86: 13-15 over all, 4-12 Big East Current Record: 7-3, 0-0 Outlook: The Eagles are in desperate need of scoring and muscle. In the",,,1,,,The New York Times,,Monday,BASKETBALL|FORECASTS,,,1148,A LOOK AT THE TEAMS,THE BIG EAST CONFERENCE,"LEAD: Boston College Coach: Jim O'Brien 1985-86: 13-15 over all, 4-12 Big East Current Record: 7-3, 0-0 Outlook: The Eagles are in desperate need of scoring and muscle. In the games before conference play started, they finished seventh among Big East teams in rebound margin while finishing last in scoring with a 66.4 point-per-game average.",,,Sports Desk,,,,,,,,Sports,,BIG EAST CONFERENCE,9,,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DD133AF936A35752C0A961948260,775,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001148.xml,"('NEGATIVE', 0.996442973613739)",NEGATIVE,0.996442973613739
,,,,,"LEAD: ''Well,'' Bill Walsh said before a sigh. ''Life's full of experiences. If you're around long enough, they all happen to you at one time or another.'' ''Well,'' Bill Walsh said before a sigh. ''Life's full of experiences. If you're around long enough, they all happen to you at one time or another.'' He ran into a lulu of one today: 49-3, Giants. It was both ''shattering,'' as Walsh said more than once, and the second-worst loss in the San Francisco 49ers' history. Worse yet, Joe Montana, the 49ers' gre","MICHAEL JANOFSKY, Special to the New York Times",,5,,,The New York Times,"EAST RUTHERFORD, N.J., Jan. 4",Monday,FOOTBALL|PLAYOFF GAMES,,,1149,SEVERAL SHOCKS SET OFF AVALANCHE,,"LEAD: ''Well,'' Bill Walsh said before a sigh. ''Life's full of experiences. If you're around long enough, they all happen to you at one time or another.''",,,Sports Desk,"JANOFSKY, MICHAEL",,,,,,,Sports,,NEW YORK GIANTS|SAN FRANCISCO 49ERS,6,MICHAEL JANOFSKY,19870105T000000,5,1,1987,C,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DB133AF936A35752C0A961948260,766,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001149.xml,"('NEGATIVE', 0.992215096950531)",NEGATIVE,0.992215096950531
,,,,,"LEAD: Excerpt from ''Reagan's America'' by the Presidential scholar Garry Wills, newly published by Doubleday: Excerpt from ''Reagan's America'' by the Presidential scholar Garry Wills, newly published by Doubleday: The geriatric ''juvenile lead'' even as President, Ronald Reagan is old and young - an actor, but with only one role. Because he acts himself, we know he is authentic. A professional, he is always the amateur. He is the great American synecdoche, not only a part of our past but a large part of o",,,6,,,The New York Times,,Monday,UNITED STATES POLITICS AND GOVERNMENT,,,1150,One for All: A Sampling Of Reagans,WASHINGTON TALK: CAPITAL READING,"LEAD: Excerpt from ''Reagan's America'' by the Presidential scholar Garry Wills, newly published by Doubleday:",,,National Desk,,,,,,,,U.S.; Washington,,,14,RONALD WILSON REAGAN|GARRY WILLS,19870105T000000,5,1,1987,A,,,,REAGAN'S AMERICA (BOOK)|WASHINGTON TALK PAGE (NYT),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DA133AF936A35752C0A961948260,336,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001150.xml,"('POSITIVE', 0.994503915309906)",POSITIVE,0.994503915309906
,,,,,"LEAD: While the report of an agreement between Citicorp and Dai-Ichi Kangyo Ltd. remained unconfirmed over the weekend, the heads of consumer banking for the big international banks in New York - and some top Japanese bankers based here - said they had been hearing that the two banks were close to forming a strategic alliance. While the report of an agreement between Citicorp and Dai-Ichi Kangyo Ltd. remained unconfirmed over the weekend, the heads of consumer banking for the big international banks in New ",,,1,,,The New York Times,,Monday,BANKS AND BANKING,,,1151,"Citicorp, Dai-Ichi Seen Close to Alliance",,"LEAD: While the report of an agreement between Citicorp and Dai-Ichi Kangyo Ltd. remained unconfirmed over the weekend, the heads of consumer banking for the big international banks in New York - and some top Japanese bankers based here - said they had been hearing that the two banks were close to forming a strategic alliance.",,,Financial Desk,,,,,,,,Business,,CITICORP|DAI-ICHI KANGYO BANK,5,,19870105T000000,5,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFDA133AF936A35752C0A961948260,689,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001151.xml,"('NEGATIVE', 0.9538759589195251)",NEGATIVE,0.9538759589195251
,,,,,"LEAD: Edith Bolling Wilson, for a period in 1920, was in effect the chief executive of the United States. President Wilson was completely incapacitated; his wife, with an aide, clamped a lid of secrecy on his condition and ran the country from his bedside. Edith Bolling Wilson, for a period in 1920, was in effect the chief executive of the United States. President Wilson was completely incapacitated; his wife, with an aide, clamped a lid of secrecy on his condition and ran the country from his bedside. In 1",William Safire,,1,,,The New York Times,WASHINGTON,Monday,"GOVERNMENT NEWS POLICIES|HEALTH, PERSONAL|PROSTATE GLAND|UNITED STATES POLITICS AND GOVERNMENT",,,1152,The Operating Room,ESSAY,"LEAD: Edith Bolling Wilson, for a period in 1920, was in effect the chief executive of the United States. President Wilson was completely incapacitated; his wife, with an aide, clamped a lid of secrecy on his condition and ran the country from his bedside.",,,Editorial Desk,"SAFIRE, WILLIAM",,,,,,,Health; Opinion,,,17,RONALD WILSON REAGAN|WILLIAM SAFIRE,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7D9133AF936A35752C0A961948260,751,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001152.xml,"('NEGATIVE', 0.9929897785186768)",NEGATIVE,0.9929897785186768
,,,,,"LEAD: Outside the corporate headquarters of General Mills Inc., the ducks paddle tranquilly in the oval pond. Inside, H. Brewster Atwater Jr. talks nervously about the quality of his company's management. Outside the corporate headquarters of General Mills Inc., the ducks paddle tranquilly in the oval pond. Inside, H. Brewster Atwater Jr. talks nervously about the quality of his company's management. The strange thing is that Mr. Atwater, General Mills' chairman and chief executive, seems to have little to ","STEVEN PROKESCH, Special to the New York Times",,3,,,The New York Times,"GOLDEN VALLEY, Minn.",Monday,COMPANY AND ORGANIZATION PROFILES|FOOD,,,1153,NEW GENERAL MILLS IS 'LEAN AND MEAN',,"LEAD: Outside the corporate headquarters of General Mills Inc., the ducks paddle tranquilly in the oval pond. Inside, H. Brewster Atwater Jr. talks nervously about the quality of his company's management.",,,Financial Desk,"PROKESCH, STEVEN",,,,,,,Business,,GENERAL MILLS INC,1,STEVEN PROKESCH|H BREWSTER ATWATER,19870105T000000,5,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5D9133AF936A35752C0A961948260,1623,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001153.xml,"('NEGATIVE', 0.9832660555839539)",NEGATIVE,0.9832660555839539
,,,,,"LEAD: Filling the expansive old United States Custom House with the extensive collections of the American Indian Museum is a notion that has been floated, debated and even previously abandoned. It may yet survive. Both landlord and curator want the monumental landmark to become the museum's new home. But it will take an act of Congress. Filling the expansive old United States Custom House with the extensive collections of the American Indian Museum is a notion that has been floated, debated and even previou",DAVID W. DUNLAP,,1,,,The New York Times,,Monday,HISTORIC BUILDINGS AND SITES|PUBLIC PROPERTY|LAW AND LEGISLATION,,,1154,A Museum Turns To Congress for Help,COLUMN ONE: THE BATTERY,"LEAD: Filling the expansive old United States Custom House with the extensive collections of the American Indian Museum is a notion that has been floated, debated and even previously abandoned. It may yet survive. Both landlord and curator want the monumental landmark to become the museum's new home. But it will take an act of Congress.",UNITED STATES|UNITED STATES|MANHATTAN (NYC)|NEW YORK CITY,,Metropolitan Desk,"DUNLAP, DAVID W",,,,,,,New York and Region,,MUSEUM OF THE AMERICAN INDIAN (NYC),1,DAVID W DUNLAP|ROLAND W FORCE,19870105T000000,5,1,1987,B,,,,UNITED STATES CUSTOM HOUSE (NYC),,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD9133AF936A35752C0A961948260,712,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001154.xml,"('POSITIVE', 0.6440850496292114)",POSITIVE,0.6440850496292114
,,,,,"LEAD: A redundulating cheer for the Unicorn Hunters, who publish a New Year's Dishonor List of Words Banished From the Queen's English. This year's deserving targets include ''shower activity'' for rain; ''colorization'' of movies when all that's meant is coloring, and ''hands-on participatory experience. A redundulating cheer for the Unicorn Hunters, who publish a New Year's Dishonor List of Words Banished From the Queen's English. This year's deserving targets include ''shower activity'' for rain; ''color",,,2,,,The New York Times,,Monday,ENGLISH LANGUAGE|EDITORIALS,,,1155,Topics: Scrabble and Babble; Dishonor Roll,,"LEAD: A redundulating cheer for the Unicorn Hunters, who publish a New Year's Dishonor List of Words Banished From the Queen's English. This year's deserving targets include ''shower activity'' for rain; ''colorization'' of movies when all that's meant is coloring, and ''hands-on participatory experience.",,,Editorial Desk,,,,,,,,Opinion,,UNICORN HUNTERS (ORGN),16,,19870105T000000,5,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DF103AF936A35752C0A961948260,267,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001155.xml,"('NEGATIVE', 0.9971774220466614)",NEGATIVE,0.9971774220466614
,,,,,"LEAD: Four winning tickets in Saturday's Lotto 48 drawing were bought in Brooklyn, Queens, Erie and Madison Counties, state lottery officials said last evening, but only two winners had stepped forward to claim their $4.75 million prizes. Four winning tickets in Saturday's Lotto 48 drawing were bought in Brooklyn, Queens, Erie and Madison Counties, state lottery officials said last evening, but only two winners had stepped forward to claim their $4.75 million prizes. The winning tickets sold in New York Cit",,,6,,,The New York Times,,Monday,LOTTERIES,,,1156,Holders of 4 Tickets To Share Lotto Purse,,"LEAD: Four winning tickets in Saturday's Lotto 48 drawing were bought in Brooklyn, Queens, Erie and Madison Counties, state lottery officials said last evening, but only two winners had stepped forward to claim their $4.75 million prizes.",NEW YORK STATE,,Metropolitan Desk,,,,,,,,New York and Region,,,6,,19870105T000000,5,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DF103AF936A35752C0A961948260,131,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\05\0001156.xml,"('NEGATIVE', 0.9787985682487488)",NEGATIVE,0.9787985682487488
